CustomerID,Age,Sex,Job,Marital_Status,Education_Level,Credit_Default,Housing_Loan,Personal_Loan,Contact_Method,Contact_Month,Contact_WeekDay,NoContacts_Current_Campaign,Pdays,NoContacts_PrevCampaigns,Prev_Outcome,Emp_Var_Rate,Monthly_CPI,Monthly_CCI,Euribor3m,No_Employed,Outcome
ssn328oz,44,M,entrepreneur,married,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
hoe584pw,47,F,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
xzw331vu,29,M,technician,married,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.957,5228.1,0
byt514nk,56,F,retired,married,basic.4y,no,no,no,cellular,sep,thu,4,3,2,success,-3.4,92.379,-30.1,0.835,5017.5,1
oas577vh,43,F,admin.,married,university.degree,no,no,yes,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
upi577ss,31,F,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0
jgb764yu,24,M,services,single,basic.9y,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
oyn687zb,56,M,blue-collar,single,basic.4y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
idd889in,36,F,blue-collar,single,basic.6y,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.968,5228.1,0
tyg263fj,57,M,services,married,basic.9y,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.964,5228.1,0
wrq131kl,33,M,blue-collar,married,basic.9y,no,yes,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.893,-40.8,1.291,5076.2,0
sal691kf,75,M,retired,married,basic.9y,no,no,no,cellular,oct,fri,3,999,0,nonexistent,-1.1,94.601,-49.5,1.028,4963.6,0
ojn112ws,22,F,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
wbw329pw,47,F,technician,married,professional.course,unknown,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.965,5228.1,0
bwp314ia,38,M,technician,single,university.degree,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
gwk647wt,32,F,management,single,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
zjc646jj,54,F,technician,married,professional.course,unknown,yes,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
kck476ja,33,M,admin.,single,high.school,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
elo522bz,30,F,entrepreneur,single,basic.4y,unknown,yes,yes,telephone,jul,tue,9,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
dxl778ud,49,F,housemaid,single,professional.course,no,no,no,cellular,oct,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
bhw431kn,50,M,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
tvj231ad,78,F,retired,married,basic.4y,no,yes,no,cellular,oct,mon,2,3,4,success,-1.7,94.215,-39.8,0.714,4991.6,1
xou427wi,46,F,entrepreneur,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0
wgg627ia,51,F,unemployed,married,high.school,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
fhu796es,44,M,technician,married,basic.9y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
cag563oi,29,F,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
drs883tl,31,M,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.957,5228.1,0
sdy678dd,39,F,blue-collar,single,high.school,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
vnx858fj,32,M,services,married,high.school,no,no,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
bok438he,54,F,entrepreneur,single,university.degree,no,yes,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
wuz635ap,29,F,technician,single,professional.course,no,yes,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
jvl715db,30,M,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.964,5228.1,0
acw812qz,27,M,admin.,single,high.school,no,no,yes,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.968,5228.1,0
jsp698ts,38,F,blue-collar,married,high.school,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
krg538la,53,F,admin.,married,university.degree,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
hhm662tg,32,M,admin.,single,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
zan273vs,59,F,unknown,married,unknown,unknown,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
ztq939do,30,M,admin.,single,university.degree,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
ozv681jt,55,F,housemaid,married,professional.course,no,unknown,unknown,cellular,jul,fri,1,6,2,success,-1.7,94.215,-39.8,0.879,4991.6,1
keu741gq,31,M,blue-collar,single,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
xts215or,30,M,services,single,professional.course,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
ltu222kl,33,M,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.865,5228.1,1
xch394ii,62,M,retired,married,university.degree,no,no,no,cellular,feb,fri,2,3,3,success,-1.1,94.215,-37.5,0.904,4963.6,1
mpr999se,54,M,technician,married,professional.course,no,unknown,unknown,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
sfj391ck,53,M,technician,divorced,unknown,no,unknown,unknown,telephone,dec,wed,1,999,0,nonexistent,-0.2,92.756,-45.9,4.153,5195.8,0
jri487dh,27,F,admin.,single,university.degree,no,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
ihg477se,27,M,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
akb737ds,41,M,technician,married,professional.course,no,yes,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
kjj114zm,49,M,technician,married,professional.course,no,yes,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
cre529yd,36,M,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
jki713af,30,F,services,single,high.school,no,yes,yes,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
iny761hc,44,F,blue-collar,married,unknown,unknown,no,no,telephone,feb,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
edq472fq,31,F,unemployed,single,basic.9y,no,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
zqq994gv,32,F,blue-collar,single,basic.4y,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
vvk124zl,48,F,management,married,high.school,no,no,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.961,5228.1,0
moq435nv,42,M,services,single,professional.course,no,no,no,cellular,oct,fri,2,999,1,failure,-1.8,93.075,-47.1,1.25,5099.1,0
tqs769to,27,M,admin.,married,high.school,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
udt885zo,47,F,management,divorced,basic.6y,unknown,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
qhu485ko,61,M,retired,married,basic.4y,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1
tql328fd,33,M,management,married,university.degree,no,yes,yes,cellular,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
csu764qz,28,M,blue-collar,single,professional.course,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
fxj249cy,47,F,admin.,single,university.degree,no,no,yes,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.645,5017.5,0
ofi591yx,55,M,blue-collar,divorced,basic.6y,no,yes,no,cellular,may,mon,1,3,1,success,-2.9,92.893,-40.8,1.299,5076.2,1
xyo162fc,46,F,management,divorced,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
rnt628kr,60,F,retired,married,basic.4y,unknown,no,yes,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
qrk877rt,59,M,retired,married,basic.4y,no,no,no,telephone,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
gop517vq,38,F,admin.,married,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
fsi926tp,43,F,services,married,high.school,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
deb254bi,55,F,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
cxd782oc,40,M,technician,married,professional.course,unknown,no,yes,cellular,jul,tue,9,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
mqz694rk,49,M,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
ktg569mk,29,F,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
wmj369on,34,M,management,divorced,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.865,5228.1,1
xyl681sh,53,F,technician,divorced,high.school,unknown,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
lmr662px,41,M,technician,married,professional.course,no,no,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.866,5228.1,0
ngr152ya,68,F,blue-collar,married,illiterate,no,yes,no,cellular,dec,tue,2,999,1,failure,-2.9,92.963,-40.8,1.344,5076.2,1
kno722bh,34,F,admin.,single,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
sjh552kz,46,M,technician,married,basic.9y,no,yes,no,cellular,apr,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.947,5228.1,0
inv295en,41,M,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
dgi211gd,46,F,management,married,high.school,unknown,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.864,5228.1,0
lxv186wy,35,F,student,single,university.degree,unknown,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
opp995cc,34,F,admin.,married,university.degree,no,no,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.96,5228.1,0
jvb793xj,58,F,retired,married,high.school,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
kiy149dd,37,M,services,married,high.school,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
inu231kh,30,M,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
bgx325xp,40,F,technician,married,high.school,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
riu894qz,50,F,management,married,basic.4y,unknown,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
cmp314pl,46,M,admin.,divorced,high.school,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
cdc194wu,43,F,services,divorced,basic.6y,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
usr818yd,48,F,retired,married,basic.9y,unknown,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
eah317id,69,F,management,married,professional.course,no,yes,no,cellular,jul,wed,4,999,0,nonexistent,-1.7,94.199,-40.3,0.843,4991.6,0
tka184zu,29,M,services,divorced,professional.course,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
luj591dk,56,F,services,divorced,basic.9y,no,no,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
qsk317ch,73,F,services,divorced,high.school,no,yes,no,cellular,nov,fri,3,999,2,failure,-3.4,92.649,-29.8,0.727,5017.5,0
rxf711qi,52,M,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,12,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
jtr253eo,55,F,retired,divorced,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
fqk546jp,43,M,services,married,high.school,no,no,yes,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.967,5228.1,0
vae575el,29,M,unemployed,single,high.school,no,yes,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
qbt824qh,33,F,self-employed,married,professional.course,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
qks269xg,48,F,technician,married,professional.course,unknown,yes,no,cellular,jul,mon,18,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
qlk823ik,52,M,admin.,divorced,high.school,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
qus352gb,29,M,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
yxn794ay,36,M,admin.,single,high.school,no,yes,yes,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.968,5228.1,0
olx461nv,38,F,unknown,married,unknown,no,no,yes,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
vll878rg,52,M,housemaid,married,unknown,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0
nzq654yx,59,F,retired,married,professional.course,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
kog131zo,41,F,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,4,999,0,nonexistent,-1.8,93.749,-34.8,0.714,5008.7,0
wlk288po,45,M,technician,single,professional.course,no,yes,no,cellular,jul,wed,29,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
wjv714ln,43,M,admin.,divorced,high.school,no,no,no,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
kon191qz,32,M,admin.,single,high.school,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
duh644vb,54,M,admin.,married,high.school,no,no,yes,telephone,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.865,5228.1,0
xbu966ul,46,M,self-employed,married,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
cat516cf,40,F,services,single,high.school,no,no,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
ugv344xl,28,M,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
cyz453fe,42,M,admin.,married,university.degree,no,no,no,cellular,dec,thu,4,999,0,nonexistent,-3,92.713,-33.6,0.722,5017.5,0
cpd294ur,33,M,unemployed,married,basic.9y,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1
pxa843ih,36,F,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
odb895cc,31,M,technician,single,professional.course,no,no,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
jpi898fn,50,M,admin.,married,basic.6y,unknown,no,no,cellular,mar,tue,7,999,1,failure,-1.7,94.215,-41.8,1.41,5099.1,0
rft474qy,43,F,unemployed,married,professional.course,no,no,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.26,5099.1,0
ieh868wd,39,F,unemployed,married,basic.4y,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.964,5228.1,0
hmv954gj,33,M,admin.,married,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.955,5228.1,0
qph313rg,30,F,admin.,single,university.degree,no,no,no,cellular,sep,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
zed483cv,31,F,technician,married,professional.course,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.963,5228.1,0
jpd533fg,55,F,admin.,divorced,university.degree,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
aov251rw,24,F,blue-collar,single,basic.4y,no,no,no,telephone,jul,wed,12,999,0,nonexistent,1.1,93.918,-42.7,4.859,5191,0
ntu849yu,32,F,management,married,high.school,no,yes,yes,telephone,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
aez866tx,33,F,admin.,single,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,-2.9,92.431,-33.6,0.819,5023.5,0
qhs255dv,34,M,housemaid,married,basic.4y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
xaa459ww,56,M,admin.,married,unknown,no,no,no,telephone,apr,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
omv391fp,48,F,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
gpx572ae,21,F,admin.,single,university.degree,no,unknown,unknown,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
tdf699gp,40,F,admin.,married,high.school,no,yes,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
eyk133uy,53,M,technician,single,professional.course,unknown,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
bso485ud,30,F,technician,single,professional.course,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
skh989dr,57,F,services,married,university.degree,no,no,yes,cellular,sep,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
rqy521vj,35,M,admin.,single,high.school,no,yes,no,telephone,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.864,5228.1,0
gsc756yz,54,M,admin.,divorced,basic.9y,unknown,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
aty988hw,43,M,technician,married,high.school,no,no,yes,telephone,sep,tue,2,999,2,failure,-1.8,92.893,-46.2,1.327,5099.1,0
cur617fh,31,M,services,married,high.school,no,no,yes,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.965,5228.1,0
qcq445ie,58,F,retired,divorced,university.degree,no,yes,no,cellular,aug,fri,6,999,0,nonexistent,-2.9,92.201,-31.4,0.731,5076.2,0
srn911dv,37,M,entrepreneur,married,university.degree,no,yes,yes,cellular,apr,mon,3,999,0,nonexistent,-3.4,92.649,-30.1,0.797,5017.5,0
aej998xr,38,M,management,married,unknown,no,no,no,telephone,dec,fri,2,999,0,nonexistent,1.4,93.918,-41.8,4.959,5228.1,0
ggp421cz,46,F,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,tue,2,3,1,success,-1.1,94.767,-50.8,1.049,4963.6,0
otp519hf,43,M,technician,married,professional.course,no,yes,no,cellular,may,thu,2,6,5,success,-1.8,93.876,-40,0.752,5008.7,1
nbw542qr,48,F,admin.,married,university.degree,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.961,5228.1,0
xfa573cj,38,F,blue-collar,married,basic.9y,no,unknown,unknown,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
wft695fv,30,M,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
vdt961yq,41,F,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
tih545dz,35,F,entrepreneur,single,university.degree,no,yes,yes,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
szl887rc,39,M,admin.,married,high.school,unknown,no,no,telephone,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
iav462br,31,M,admin.,single,university.degree,no,no,no,cellular,aug,wed,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
yqu391dv,39,M,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
dnz483ys,25,M,admin.,single,university.degree,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
twb454zt,45,M,blue-collar,single,basic.6y,unknown,no,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.286,5099.1,0
qbn212go,36,M,services,married,professional.course,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
fdy696vr,43,F,self-employed,divorced,high.school,no,yes,no,telephone,jul,tue,4,999,0,nonexistent,1.4,93.994,-36.4,4.965,5228.1,0
gbs969wr,33,M,admin.,married,basic.4y,unknown,yes,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
wit995aa,56,M,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.963,5228.1,0
dmt312bi,30,M,admin.,single,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
hry162ed,50,M,technician,married,unknown,unknown,yes,no,telephone,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
lsg392qh,49,F,admin.,married,high.school,unknown,no,no,cellular,may,fri,10,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
rhx396up,43,M,technician,married,professional.course,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
ill946xe,35,F,technician,single,basic.6y,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.864,5228.1,1
zlz881vl,58,M,retired,married,basic.4y,no,no,no,cellular,dec,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
xya546nv,42,F,unknown,married,unknown,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
exb258ad,32,F,admin.,married,high.school,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
ggd638ou,57,M,admin.,married,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.866,5228.1,0
ysa995sj,44,F,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.964,5228.1,0
rhp152uu,25,F,admin.,single,high.school,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
gir133po,51,F,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
yvm124my,37,F,technician,single,high.school,no,no,no,cellular,aug,thu,24,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
bke557zw,33,F,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
ywh686jh,44,M,services,married,unknown,unknown,no,no,telephone,jul,wed,1,999,0,nonexistent,1.1,93.918,-42.7,4.859,5191,0
cql276td,35,M,technician,single,high.school,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
pqd863pt,48,F,unemployed,married,high.school,no,yes,no,cellular,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
wyc399ox,34,F,technician,married,high.school,unknown,unknown,unknown,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
tgm965gr,37,M,technician,single,professional.course,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
gux542de,33,F,admin.,divorced,university.degree,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.893,-40.8,1.313,5076.2,0
acc751wd,48,F,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
vnp959az,43,F,unemployed,married,professional.course,no,yes,no,cellular,sep,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
ngj271zx,41,F,admin.,married,professional.course,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
wis565xf,32,F,admin.,divorced,high.school,no,no,no,telephone,nov,tue,5,999,0,nonexistent,-3.4,92.649,-29.8,0.644,5017.5,0
naa688tq,39,M,management,single,unknown,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
mew493rd,34,F,admin.,married,high.school,unknown,no,yes,cellular,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
kte754zn,53,F,management,married,basic.9y,unknown,no,no,telephone,apr,wed,4,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
